Order Line ID,Order ID,Order Priority,Customer ID,Customer Name,Customer Segment,City,Product Category,Product Sub Category,Product Container,Product Name,Profit,Quantity Ordered,Sales,Discount,Gross Unit Price,Shipping Cost,Ship Mode,Ship Date,Order Date,No data,No data 2,No data 3,City_1,State,Postal_Code,Country,Latitude,Longitude,Continent,Region
"3970","88012","Medium","1490","Leslie Duffy","Corporate","Recife","Technology","Telephones and Communication","Small Box","T18",-113.64,3,333.82,17.54,117.13,2.5,"Regular Air",'2015-03-08','2015-03-07',"","","","Recife","Pernambuco","BR111660","Brazil","-8.075","-34.91","America","South America"
"3737","87092","Medium","1411","Larry Neal","Corporate","Recife","Office Supplies","Binders and Binder Accessories","Small Box","Wilson Jones 1"" Hanging DublLock Ring Binders",-15.43,11,55.86,3.43,5.58,2.99,"Regular Air",'2014-01-10','2014-01-09',"","","","Recife","Pernambuco","BR111660","Brazil","-8.075","-34.91","America","South America"
"1574","28647","Critical","604","Lindsay P Ashley","Corporate","Recife","Furniture","Tables","Large Box","Laminate Occasional Tables",-1704.06,38,5624.78,403.96,162.66,69.0,"Express Air",'2012-03-15','2012-03-14',"","","","Recife","Pernambuco","BR111660","Brazil","-8.075","-34.91","America","South America"
"3916","87083","Critical","1471","Danielle Daniel","Home Office","Recife","Technology","Computer Peripherals","Small Box","Microsoft Internet Keyboard",-74.72,17,376.38,11.25,22.14,6.5,"Regular Air",'2015-09-05','2015-09-04',"","","","Recife","Pernambuco","BR111660","Brazil","-8.075","-34.91","America","South America"
"3884","86400","High","1461","Norman Adams","Home Office","Recife","Office Supplies","Binders and Binder Accessories","Small Box","Recycled Premium Regency Composition Covers",-28.44,8,126.46,4.95,16.13,10.91,"Regular Air",'2013-10-28','2013-10-26',"","","","Recife","Pernambuco","BR111660","Brazil","-8.075","-34.91","America","South America"
"3314","87883","Low","1251","Leah Huff","Home Office","Recife","Office Supplies","Binders and Binder Accessories","Small Box","GBC Standard Therm-A-Bind Covers",-41.53,8,191.46,9.4,26.3,12.98,"Regular Air",'2015-05-17','2015-05-12',"","","","Recife","Pernambuco","BR111660","Brazil","-8.075","-34.91","America","South America"
"3318","89982","Medium","1254","Anne Bland","Home Office","Recife","Office Supplies","Binders and Binder Accessories","Small Box","Economy Binders",-10.9,16,33.64,0.97,2.19,1.49,"Regular Air",'2012-05-23','2012-05-21',"","","","Recife","Pernambuco","BR111660","Brazil","-8.075","-34.91","America","South America"
"3599","89600","Critical","1360","Arlene Gibbons","Consumer","Recife","Office Supplies","Storage & Organization","Medium Box","Eldon Portable Mobile Manager",-131.59,19,555.809999999999,15.9,29.85,13.99,"Regular Air",'2014-09-24','2014-09-24',"","","","Recife","Pernambuco","BR111660","Brazil","-8.075","-34.91","America","South America"
"3770","90547","Not Specified","1416","Betsy Gibson","Corporate","Recife","Furniture","Office Furnishings","Large Box","Telescoping Adjustable Floor Lamp",-94.24,12,235.48,12.97,21.1,11.17,"Regular Air",'2014-02-12','2014-02-10',"","","","Recife","Pernambuco","BR111660","Brazil","-8.075","-34.91","America","South America"
"4022","88379","Medium","1507","Bonnie Hampton","Small Business","Recife","Office Supplies","Appliances","Jumbo Drum","Avanti 1.7 Cu. Ft. Refrigerator",-48.33,1,105.5,2.27,106.57,15.66,"Delivery Truck",'2013-12-09','2013-12-07',"","","","Recife","Pernambuco","BR111660","Brazil","-8.075","-34.91","America","South America"
"3924","87081","Critical","1473","Paul Puckett","Home Office","Recife","Office Supplies","Binders and Binder Accessories","Small Box","XtraLife ClearVue™ Slant-D Ring Binders by Cardinal",-10.18,3,23.82,0.88,8.27,4.71,"Regular Air",'2015-01-23','2015-01-21',"","","","Recife","Pernambuco","BR111660","Brazil","-8.075","-34.91","America","South America"
"3967","88009","Not Specified","1490","Leslie Duffy","Corporate","Recife","Office Supplies","Binders and Binder Accessories","Small Box","Wilson Jones Four-Pocket Poly Binders",-27.96,8,54.65,1.88,6.9,5.27,"Regular Air",'2014-09-12','2014-09-11',"","","","Recife","Pernambuco","BR111660","Brazil","-8.075","-34.91","America","South America"
"4023","88379","Medium","1507","Bonnie Hampton","Small Business","Recife","Furniture","Chairs & Chairmats","Jumbo Drum","Global Leather Task Chair, Black",-150.5,6,524.23,27.9,94.97,42.0,"Delivery Truck",'2013-12-08','2013-12-07',"","","","Recife","Pernambuco","BR111660","Brazil","-8.075","-34.91","America","South America"
"3713","86144","Not Specified","1405","Crystal Floyd","Corporate","Recife","Office Supplies","Binders and Binder Accessories","Small Box","Avery Printable Repositionable Plastic Tabs",-32.09,12,108.96,2.299999999999,9.08,6.19,"Regular Air",'2012-01-15','2012-01-15',"","","","Recife","Pernambuco","BR111660","Brazil","-8.075","-34.91","America","South America"
"4016","86181","Low","1505","Kay Schultz","Small Business","Recife","Technology","Telephones and Communication","Wrap Bag","Accessory4",-133.37,6,544.5,6.22,90.75,0.99,"Regular Air",'2012-06-18','2012-06-13',"","","","Recife","Pernambuco","BR111660","Brazil","-8.075","-34.91","America","South America"
"3951","91238","Not Specified","1485","Wayne Sutherland","Home Office","Recife","Technology","Telephones and Communication","Small Box","8260",-113.9,4,272.99,10.199999999999,69.64,8.99,"Regular Air",'2015-06-08','2015-06-07',"","","","Recife","Pernambuco","BR111660","Brazil","-8.075","-34.91","America","South America"
"3753","19041","Low","1413","Pamela Wiley","Corporate","Recife","Office Supplies","Appliances","Small Box","Belkin 6 Outlet Metallic Surge Strip",-17.86,4,42.28,2.94,11.49,4.5,"Regular Air",'2014-07-30','2014-07-26',"","","","Recife","Pernambuco","BR111660","Brazil","-8.075","-34.91","America","South America"
"3974","88005","Critical","1492","Don Beard","Corporate","Recife","Furniture","Bookcases","Jumbo Box","Hon Metal Bookcases, Black",-84.05,3,213.49,10.46,74.91,26.74,"Delivery Truck",'2013-02-09','2013-02-07',"","","","Recife","Pernambuco","BR111660","Brazil","-8.075","-34.91","America","South America"
"1582","37188","Critical","604","Lindsay P Ashley","Home Office","Recife","Office Supplies","Paper","Small Box","Xerox 198",-119.11,24,121.19,5.96,5.26,8.33,"Express Air",'2015-03-05','2015-03-04',"","","","Recife","Pernambuco","BR111660","Brazil","-8.075","-34.91","America","South America"
"3684","88733","High","1398","Harry McCall","Consumer","Recife","Office Supplies","Storage & Organization","Small Box","Recycled Eldon Regeneration Jumbo File",-7.01,1,12.57,0.17,12.96,6.13,"Regular Air",'2013-07-26','2013-07-24',"","","","Recife","Pernambuco","BR111660","Brazil","-8.075","-34.91","America","South America"
"3598","89600","Critical","1360","Arlene Gibbons","Consumer","Recife","Office Supplies","Pens & Art Supplies","Wrap Bag","Newell 323",-13.47,9,15.7,0.45,1.78,1.57,"Express Air",'2014-09-25','2014-09-24',"","","","Recife","Pernambuco","BR111660","Brazil","-8.075","-34.91","America","South America"
"3794","89448","Low","1424","Robyn Zhou","Home Office","Recife","Office Supplies","Rubber Bands","Wrap Bag","Brites Rubber Bands, 1 1/2 oz. Box",-20.03,11,22.42,0.6,2.08,0.7,"Regular Air",'2012-01-16','2012-01-12',"","","","Recife","Pernambuco","BR111660","Brazil","-8.075","-34.91","America","South America"
"3531","89755","Low","1337","Jackie Davenport","Small Business","Recife","Technology","Office Machines","Medium Box","Canon P1-DHIII Palm Printing Calculator",-41.57,3,54.06,1.35,18.97,8.51,"Regular Air",'2014-07-17','2014-07-15',"","","","Recife","Pernambuco","BR111660","Brazil","-8.075","-34.91","America","South America"
"4989","86608","Critical","1836","Dwight Albright Huffman","Corporate","Recife","Technology","Computer Peripherals","Small Pack","80 Minute CD-R Spindle, 100/Pack - Staples",-67.48,2,78.34,4.69,41.67,1.99,"Regular Air",'2015-04-06','2015-04-04',"","","","Recife","Pernambuco","BR111660","Brazil","-8.075","-34.91","America","South America"
"3949","91236","Not Specified","1485","Wayne Sutherland","Home Office","Recife","Office Supplies","Storage & Organization","Small Box","Hanging Personal Folder File",-17.61,1,16.239999999999,0.61,16.57,11.25,"Regular Air",'2012-08-21','2012-08-20',"","","","Recife","Pernambuco","BR111660","Brazil","-8.075","-34.91","America","South America"
"3358","89519","Critical","1268","Stuart Bruce","Corporate","Recife","Office Supplies","Paper","Small Box","Southworth 25% Cotton Linen-Finish Paper & Envelopes",-181.81,32,297.05,8.789999999999,9.57,9.86,"Express Air",'2015-11-06','2015-11-04',"","","","Recife","Pernambuco","BR111660","Brazil","-8.075","-34.91","America","South America"
"3993","85880","Critical","1497","Gloria Jacobs","Corporate","Recife","Furniture","Office Furnishings","Small Box","Eldon 200 Class™ Desk Accessories, Burgundy",-9.75,2,12.05,0.88,6.62,5.29,"Regular Air",'2012-09-12','2012-09-11',"","","","Recife","Pernambuco","BR111660","Brazil","-8.075","-34.91","America","South America"
"3620","90518","Low","1368","Patsy Harmon","Consumer","Recife","Furniture","Bookcases","Jumbo Box","Bush Westfield Collection Bookcases, Fully Assembled",-65.849999999999,1,95.91,6.39,106.57,35.84,"Delivery Truck",'2014-02-16','2014-02-14',"","","","Recife","Pernambuco","BR111660","Brazil","-8.075","-34.91","America","South America"
"3671","88732","Critical","1391","Carolyn Greer","Corporate","Recife","Office Supplies","Paper","Small Box","Xerox 1949",-32.15,12,59.33,2.92,5.26,4.72,"Express Air",'2013-06-26','2013-06-25',"","","","Recife","Pernambuco","BR111660","Brazil","-8.075","-34.91","America","South America"
"3841","89078","Not Specified","1442","Rodney Field","Corporate","Recife","Furniture","Bookcases","Jumbo Box","O'Sullivan Elevations Bookcase, Cherry Finish",-468.24,6,746.44,54.0,138.229999999999,54.74,"Delivery Truck",'2013-09-30','2013-09-29',"","","","Recife","Pernambuco","BR111660","Brazil","-8.075","-34.91","America","South America"
"3920","87082","Low","1472","Tommy Ellis Ritchie","Home Office","Recife","Office Supplies","Paper","Small Box","Xerox 1959",-64.61,9,63.45,1.76,7.05,7.3,"Regular Air",'2015-07-18','2015-07-11',"","","","Recife","Pernambuco","BR111660","Brazil","-8.075","-34.91","America","South America"
"3644","88214","Low","1381","Wayne Lindsay","Home Office","Recife","Office Supplies","Storage & Organization","Large Box","Space Solutions™ Industrial Galvanized Steel Shelving.",-1281.41,16,1197.65,73.599999999999,83.17,35.0,"Regular Air",'2013-05-10','2013-05-06',"","","","Recife","Pernambuco","BR111660","Brazil","-8.075","-34.91","America","South America"
"3851","86713","Critical","1446","Eileen R Braun","Small Business","Recife","Office Supplies","Paper","Small Box","Southworth 25% Cotton Antique Laid Paper & Envelopes",-13.31,2,15.84,0.89,8.8,4.82,"Regular Air",'2015-03-27','2015-03-24',"","","","Recife","Pernambuco","BR111660","Brazil","-8.075","-34.91","America","South America"
"3638","88214","Low","1376","Bobby Harmon","Home Office","Recife","Office Supplies","Paper","Small Box","Xerox 1985",-41.37,8,49.25,2.33,6.84,5.16,"Regular Air",'2013-05-13','2013-05-06',"","","","Recife","Pernambuco","BR111660","Brazil","-8.075","-34.91","America","South America"
"3641","88218","Not Specified","1378","Derek Shah","Home Office","Recife","Office Supplies","Binders and Binder Accessories","Small Box","Binder Posts",-92.05,25,143.93,6.17,6.06,5.01,"Regular Air",'2015-09-25','2015-09-22',"","","","Recife","Pernambuco","BR111660","Brazil","-8.075","-34.91","America","South America"
"3990","85887","Medium","1495","Theodore Petty","Home Office","Recife","Office Supplies","Paper","Wrap Bag","Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",-16.64,3,24.18,0.22,8.06,5.83,"Regular Air",'2014-07-13','2014-07-12',"","","","Recife","Pernambuco","BR111660","Brazil","-8.075","-34.91","America","South America"
"3966","88008","High","1490","Leslie Duffy","Corporate","Recife","Office Supplies","Pens & Art Supplies","Wrap Bag","Binney & Smith inkTank™ Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",-23.62,8,21.07,0.73,2.66,4.28,"Regular Air",'2014-08-30','2014-08-28',"","","","Recife","Pernambuco","BR111660","Brazil","-8.075","-34.91","America","South America"
"3832","90123","Medium","1438","Jean Weiss Diaz","Corporate","Recife","Furniture","Office Furnishings","Wrap Bag","Eldon Econocleat Chair Mats for Low Pile Carpets",-71.7,2,78.77,4.68,43.76,34.2,"Regular Air",'2014-01-19','2014-01-17',"","","","Recife","Pernambuco","BR111660","Brazil","-8.075","-34.91","America","South America"
"3719","86150","High","1406","Tara Warren","Corporate","Recife","Office Supplies","Binders and Binder Accessories","Small Box","Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",-43.28,8,38.119999999999,1.47,5.18,4.97,"Regular Air",'2015-10-11','2015-10-09',"","","","Recife","Pernambuco","BR111660","Brazil","-8.075","-34.91","America","South America"
"3715","86146","High","1405","Crystal Floyd","Corporate","Recife","Furniture","Chairs & Chairmats","Jumbo Drum","Novimex Fabric Task Chair",-614.49,14,819.82,50.68,64.349999999999,30.0,"Delivery Truck",'2013-10-11','2013-10-09',"","","","Recife","Pernambuco","BR111660","Brazil","-8.075","-34.91","America","South America"
"3868","86745","Medium","1456","Randy Collier","Corporate","Recife","Technology","Telephones and Communication","Small Box","I888 World Phone",-322.12,3,459.32,19.19,164.63,8.08,"Regular Air",'2015-01-06','2015-01-05',"","","","Recife","Pernambuco","BR111660","Brazil","-8.075","-34.91","America","South America"
"3324","89987","Medium","1254","Anne Bland","Home Office","Recife","Office Supplies","Binders and Binder Accessories","Small Box","Angle-D Binders with Locking Rings, Label Holders",-151.27,24,177.41,5.099999999999,7.7,7.72,"Regular Air",'2015-09-25','2015-09-24',"","","","Recife","Pernambuco","BR111660","Brazil","-8.075","-34.91","America","South America"
"3788","91461","High","1421","Alison Starr","Home Office","Recife","Furniture","Office Furnishings","Small Pack","Aluminum Document Frame",-161.449999999999,12,145.51,5.4,12.9,2.85,"Regular Air",'2015-03-26','2015-03-24',"","","","Recife","Pernambuco","BR111660","Brazil","-8.075","-34.91","America","South America"
"3472","5543","Medium","1313","Katherine Knight","Corporate","Recife","Office Supplies","Scissors, Rulers and Trimmers","Wrap Bag","*Staples* Letter Opener",-111.47,49,110.45,4.21,2.299999999999,5.0,"Regular Air",'2013-09-26','2013-09-24',"","","","Recife","Pernambuco","BR111660","Brazil","-8.075","-34.91","America","South America"
"6481","89184","Critical","2385","Janice Frye","Small Business","Richmond","Furniture","Chairs & Chairmats","Jumbo Drum","Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",-572.38,18,2239.33,157.05,138.229999999999,30.0,"Delivery Truck",'2012-05-24','2012-05-22',"","","","Richmond","Georgia","US10879","United States","39.828","-84.89","America","Northern America"
"6997","86467","High","2560","Tiffany Honeycutt","Consumer","Richmond","Office Supplies","Appliances","Medium Box","Bionaire 99.97% HEPA Air Cleaner",-37.049999999999,9,153.01,6.57,18.48,8.17,"Regular Air",'2013-04-18','2013-04-16',"","","","Richmond","Georgia","US10879","United States","39.828","-84.89","America","Northern America"
"8654","86800","High","3132","Anita Kang","Corporate","Richmond","Furniture","Chairs & Chairmats","Jumbo Drum","Global Leather and Oak Executive Chair, Black",-134.82,2,609.87,31.26,317.64,64.73,"Delivery Truck",'2014-08-29','2014-08-28',"","","","Richmond","Georgia","US10879","United States","39.828","-84.89","America","Northern America"
"8874","87939","High","3206","Dana Rankin","Consumer","Richmond","Furniture","Bookcases","Jumbo Box","Sauder Forest Hills Library, Woodland Oak Finish",-769.56,16,2142.43,165.0,148.78,36.09,"Delivery Truck",'2015-10-27','2015-10-25',"","","","Richmond","Georgia","US10879","United States","39.828","-84.89","America","Northern America"
"8080","87626","High","2942","Dennis Elmore","Small Business","Richmond","Furniture","Chairs & Chairmats","Jumbo Drum","Office Star - Task Chair with Contemporary Loop Arms",-197.79,9,777.68,45.65,96.01,30.0,"Delivery Truck",'2014-10-26','2014-10-25',"","","","Richmond","Georgia","US10879","United States","39.828","-84.89","America","Northern America"
"6493","91125","Low","2390","Tammy Gunter","Corporate","Richmond","Office Supplies","Scissors, Rulers and Trimmers","Small Pack","Acme Office Executive Series Stainless Steel Trimmers",-57.83,24,215.03,6.54,9.05,6.14,"Express Air",'2014-08-13','2014-08-08',"","","","Richmond","Georgia","US10879","United States","39.828","-84.89","America","Northern America"
"8145","86087","Not Specified","2968","Miriam Bowman","Small Business","Richmond","Office Supplies","Binders and Binder Accessories","Small Box","Surelock™ Post Binders",-20.46,3,94.82,2.63,32.25,2.99,"Regular Air",'2013-11-30','2013-11-29',"","","","Richmond","Georgia","US10879","United States","39.828","-84.89","America","Northern America"
"8674","86369","Low","3141","Jerome McIntosh","Consumer","Richmond","Office Supplies","Storage & Organization","Large Box","Tennsco Industrial Shelving",-469.25,15,719.96,38.07,51.61,35.0,"Express Air",'2012-12-03','2012-12-01',"","","","Richmond","Georgia","US10879","United States","39.828","-84.89","America","Northern America"
"3597","89599","Not Specified","1360","Arlene Gibbons","Consumer","Rio de Janeiro","Office Supplies","Storage & Organization","Small Box","X-Rack™ File for Hanging Folders",-35.29,10,115.53,3.83,11.91,5.03,"Regular Air",'2013-10-02','2013-10-01',"","","","Rio de Janeiro","Rio de Janeiro","BR121660","Brazil","-22.92","-43.22","America","South America"
"4991","86603","Critical","1837","Herbert Williamson","Corporate","Rio de Janeiro","Office Supplies","Paper","Wrap Bag","Standard Line™ “While You Were Out” Hardbound Telephone Message Book",-8.58,1,21.57,0.87,23.19,8.32,"Regular Air",'2013-07-05','2013-07-03',"","","","Rio de Janeiro","Rio de Janeiro","BR121660","Brazil","-22.92","-43.22","America","South America"
"3363","88412","Medium","1271","Joanne Church","Corporate","Rio de Janeiro","Office Supplies","Appliances","Small Box","Staples Surge Protector 6 outlet",-24.54,7,74.64,4.22,11.59,3.99,"Regular Air",'2013-04-08','2013-04-07',"","","","Rio de Janeiro","Rio de Janeiro","BR121660","Brazil","-22.92","-43.22","America","South America"
"4048","89957","Critical","1522","Earl Watts","Consumer","Rio de Janeiro","Furniture","Chairs & Chairmats","Jumbo Drum","Global High-Back Leather Tilter, Burgundy",-869.22,17,1985.94,129.65,129.8,70.2,"Delivery Truck",'2012-12-15','2012-12-14',"","","","Rio de Janeiro","Rio de Janeiro","BR121660","Brazil","-22.92","-43.22","America","South America"
"3610","89996","High","1365","Edward Hampton","Consumer","Rio de Janeiro","Furniture","Tables","Jumbo Box","Bevis Boat-Shaped Conference Table",-612.01,6,1643.12,37.799999999999,276.62,62.74,"Delivery Truck",'2013-07-03','2013-07-03',"","","","Rio de Janeiro","Rio de Janeiro","BR121660","Brazil","-22.92","-43.22","America","South America"
"5001","90609","Low","1842","Kristin Hodge","Consumer","Rio de Janeiro","Furniture","Tables","Jumbo Box","Iceberg OfficeWorks 42"" Round Tables",-183.32,3,463.68,14.48,159.34,16.01,"Delivery Truck",'2013-09-04','2013-08-30',"","","","Rio de Janeiro","Rio de Janeiro","BR121660","Brazil","-22.92","-43.22","America","South America"
"3987","85884","Critical","1495","Theodore Petty","Home Office","Rio de Janeiro","Office Supplies","Binders and Binder Accessories","Small Box","Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders",-16.42,11,56.46,2.82,5.64,2.99,"Regular Air",'2014-01-30','2014-01-29',"","","","Rio de Janeiro","Rio de Janeiro","BR121660","Brazil","-22.92","-43.22","America","South America"
"3634","88212","Critical","1374","Earl Buck","Home Office","Rio de Janeiro","Office Supplies","Appliances","Small Box","Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors",-20.51,1,43.66,1.34,46.45,3.5,"Regular Air",'2012-06-08','2012-06-07',"","","","Rio de Janeiro","Rio de Janeiro","BR121660","Brazil","-22.92","-43.22","America","South America"
"3596","89598","Low","1360","Arlene Gibbons","Consumer","Rio de Janeiro","Furniture","Chairs & Chairmats","Jumbo Drum","Novimex Swivel Fabric Task Chair",-260.87,5,748.9,34.97,159.34,30.0,"Delivery Truck",'2013-09-15','2013-09-15',"","","","Rio de Janeiro","Rio de Janeiro","BR121660","Brazil","-22.92","-43.22","America","South America"
"3759","13570","Not Specified","1413","Pamela Wiley","Corporate","Rio de Janeiro","Furniture","Office Furnishings","Wrap Bag","Document Clip Frames",-8.51,4,33.79,1.74,8.8,0.96,"Regular Air",'2015-12-03','2015-12-02',"","","","Rio de Janeiro","Rio de Janeiro","BR121660","Brazil","-22.92","-43.22","America","South America"
"3320","89984","Medium","1254","Anne Bland","Home Office","Rio de Janeiro","Office Supplies","Rubber Bands","Wrap Bag","Advantus Map Pennant Flags and Round Head Tacks",-9.36,5,19.6,0.74,4.17,2.0,"Regular Air",'2012-09-25','2012-09-24',"","","","Rio de Janeiro","Rio de Janeiro","BR121660","Brazil","-22.92","-43.22","America","South America"
"3932","90748","Critical","1479","Roy Wade","Consumer","Rio de Janeiro","Furniture","Bookcases","Jumbo Box","Sauder Camden County Collection Libraries, Planked Cherry Finish",-627.299999999999,14,1562.86,88.53,121.34,58.72,"Delivery Truck",'2014-08-16','2014-08-14',"","","","Rio de Janeiro","Rio de Janeiro","BR121660","Brazil","-22.92","-43.22","America","South America"
"3497","87606","Critical","1315","Adam Saunders Gray","Home Office","Rio de Janeiro","Technology","Computer Peripherals","Small Pack","Imation IBM Formatted Diskettes, 100/Pack",-104.48,8,235.67,7.84,30.06,8.99,"Regular Air",'2013-09-15','2013-09-13',"","","","Rio de Janeiro","Rio de Janeiro","BR121660","Brazil","-22.92","-43.22","America","South America"
"5002","90610","Not Specified","1842","Kristin Hodge","Consumer","Rio de Janeiro","Office Supplies","Paper","Small Box","Southworth 25% Cotton Antique Laid Paper & Envelopes",-8.56,4,31.68,1.99,8.8,4.82,"Regular Air",'2014-08-14','2014-08-14',"","","","Rio de Janeiro","Rio de Janeiro","BR121660","Brazil","-22.92","-43.22","America","South America"
"3808","89934","Critical","1430","Rebecca Rhodes","Home Office","Rio de Janeiro","Furniture","Bookcases","Jumbo Box","O'Sullivan Living Dimensions 2-Shelf Bookcases",-233.39,6,743.1,26.31,127.68,78.64,"Delivery Truck",'2013-12-12','2013-12-11',"","","","Rio de Janeiro","Rio de Janeiro","BR121660","Brazil","-22.92","-43.22","America","South America"
"6264","37987","High","2303","Joe Baldwin","Corporate","Rio de Janeiro","Furniture","Tables","Jumbo Box","Bevis Round Conference Table Top & Single Column Base",-261.68,6,833.98,65.39,154.44,43.75,"Delivery Truck",'2012-07-04','2012-07-03',"","","","Rio de Janeiro","Rio de Janeiro","BR121660","Brazil","-22.92","-43.22","America","South America"
"4983","86600","High","1836","Dwight Albright Huffman","Corporate","Rio de Janeiro","Technology","Telephones and Communication","Small Box","CF 688",-211.67,5,814.92,30.41,164.63,8.99,"Express Air",'2012-10-20','2012-10-19',"","","","Rio de Janeiro","Rio de Janeiro","BR121660","Brazil","-22.92","-43.22","America","South America"
"6266","22051","Not Specified","2303","Joe Baldwin","Corporate","Rio de Janeiro","Office Supplies","Paper","Small Box","Xerox 1922",-155.27,78,406.18,15.32,5.26,7.44,"Regular Air",'2015-01-01','2014-12-30',"","","","Rio de Janeiro","Rio de Janeiro","BR121660","Brazil","-22.92","-43.22","America","South America"
"3659","88317","Low","1387","Matthew Kearney","Home Office","Rio de Janeiro","Technology","Computer Peripherals","Small Box","Micro Innovations 104 Keyboard",-69.209999999999,21,228.59,10.26,11.58,6.5,"Regular Air",'2015-08-14','2015-08-09',"","","","Rio de Janeiro","Rio de Janeiro","BR121660","Brazil","-22.92","-43.22","America","South America"
"3586","88186","High","1357","Marguerite Yu","Home Office","Rio de Janeiro","Furniture","Office Furnishings","Small Pack","Ultra Door Push Plate",-28.62,12,56.57,4.019999999999,5.18,3.05,"Regular Air",'2013-02-24','2013-02-22',"","","","Rio de Janeiro","Rio de Janeiro","BR121660","Brazil","-22.92","-43.22","America","South America"
"3594","89597","Low","1360","Arlene Gibbons","Consumer","Rio de Janeiro","Office Supplies","Binders and Binder Accessories","Small Box","Economy Binders",-5.97,8,16.82,0.63,2.19,1.49,"Regular Air",'2013-06-15','2013-06-13',"","","","Rio de Janeiro","Rio de Janeiro","BR121660","Brazil","-22.92","-43.22","America","South America"
"3373","90117","Medium","1278","Veronica Lehman","Corporate","Rio de Janeiro","Office Supplies","Pens & Art Supplies","Small Pack","Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",-81.51,21,245.58,8.56,12.31,7.95,"Regular Air",'2013-08-11','2013-08-10',"","","","Rio de Janeiro","Rio de Janeiro","BR121660","Brazil","-22.92","-43.22","America","South America"
"3855","86716","Not Specified","1447","Glenda Carlton","Small Business","Rio de Janeiro","Furniture","Chairs & Chairmats","Jumbo Drum","Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms",-173.4,2,355.26,16.23,191.0,30.0,"Delivery Truck",'2015-06-30','2015-06-29',"","","","Rio de Janeiro","Rio de Janeiro","BR121660","Brazil","-22.92","-43.22","America","South America"
"3797","89452","Critical","1424","Robyn Zhou","Home Office","Rio de Janeiro","Technology","Telephones and Communication","Small Pack","Accessory39",-104.26,10,212.74,7.62,22.16,3.3,"Express Air",'2014-01-04','2014-01-04',"","","","Rio de Janeiro","Rio de Janeiro","BR121660","Brazil","-22.92","-43.22","America","South America"
"3646","89410","High","1383","Christina Hanna","Consumer","Rio de Janeiro","Office Supplies","Paper","Small Box","Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",-44.54,11,71.48,2.15,6.84,5.94,"Regular Air",'2014-06-21','2014-06-19',"","","","Rio de Janeiro","Rio de Janeiro","BR121660","Brazil","-22.92","-43.22","America","South America"
"3937","90749","Low","1480","Yvonne Ryan","Consumer","Rio de Janeiro","Office Supplies","Storage & Organization","Small Box","Rogers Profile Extra Capacity Storage Tub",-52.9,3,51.42,2.1,17.67,7.04,"Regular Air",'2015-08-02','2015-07-26',"","","","Rio de Janeiro","Rio de Janeiro","BR121660","Brazil","-22.92","-43.22","America","South America"
"4037","90304","Critical","1512","Lawrence Koch","Corporate","Rio de Janeiro","Furniture","Chairs & Chairmats","Jumbo Drum","Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs",-614.14,4,1079.37,61.41,296.529999999999,57.0,"Delivery Truck",'2013-02-13','2013-02-12',"","","","Rio de Janeiro","Rio de Janeiro","BR121660","Brazil","-22.92","-43.22","America","South America"
"3892","86408","Low","1462","Billie Hensley","Home Office","Rio de Janeiro","Office Supplies","Storage & Organization","Small Box","Fellowes Super Stor/Drawer",-18.66,1,26.65,1.39,29.29,19.989999999999,"Regular Air",'2015-06-02','2015-05-26',"","","","Rio de Janeiro","Rio de Janeiro","BR121660","Brazil","-22.92","-43.22","America","South America"
"3675","88744","High","1391","Carolyn Greer","Small Business","Rio de Janeiro","Office Supplies","Paper","Small Box","Xerox 1994",-12.57,2,12.72,0.68,6.84,5.74,"Regular Air",'2015-10-08','2015-10-06',"","","","Rio de Janeiro","Rio de Janeiro","BR121660","Brazil","-22.92","-43.22","America","South America"
"3528","89756","Low","1334","Lorraine O'Donnell","Small Business","Rio de Janeiro","Office Supplies","Storage & Organization","Large Box","SAFCO Commercial Wire Shelving, Black",-506.98,5,670.59,32.659999999999,145.78,35.0,"Regular Air",'2014-07-29','2014-07-27',"","","","Rio de Janeiro","Rio de Janeiro","BR121660","Brazil","-22.92","-43.22","America","South America"
"5526","89335","Medium","2039","Evelyn Garcia","Corporate","Rio de Janeiro","Technology","Computer Peripherals","Small Box","Fellowes 17-key keypad for PS/2 interface",-66.709999999999,3,88.53,5.49,32.43,4.0,"Regular Air",'2013-04-28','2013-04-27',"","","","Rio de Janeiro","Rio de Janeiro","BR121660","Brazil","-22.92","-43.22","America","South America"
"3903","91117","High","1466","Wesley Reid","Small Business","Rio de Janeiro","Office Supplies","Paper","Small Box","Xerox 23",-27.57,5,31.46,1.89,6.84,5.14,"Regular Air",'2014-02-06','2014-02-05',"","","","Rio de Janeiro","Rio de Janeiro","BR121660","Brazil","-22.92","-43.22","America","South America"
